LABEL,newsApiContent,fullArticleContent
art,"Art meets luxury at a Viceroy Hotels’ newest luxury villa with more than 100 contemporary works inside

Read
Travel




St. Lucia’s Sugar Beach Is an Art Lover’s Paradise



Art meets luxury at a V… [+7737 chars]","Read Travel St. Lucia’s Sugar Beach Is an Art Lover’s Paradise Art meets luxury at a Viceroy Hotels’ newest luxury villa with more than 100 contemporary works inside Rachel King By Rachel King

Art and luxury don’t always often share the same level of intent. Luxury often focuses on opulence and exclusivity, while art is more about creativity and thoughtfulness. But at Sugar Beach, A Viceroy Hotel in St. Lucia, the two are inseparable. And the resort’s long-awaited opening of its massive new villa, named “Spice of Life,” signals a deliberate effort to integrate contemporary works into high-end hospitality, making it one of the most ambitious private accommodations in the Caribbean.

Courtesy of Viceroy

The 35,000-square-foot residence, designed by Botelho Wood Architects in Bermuda, accommodates up to 18 guests and features art from Yayoi Kusama, Daniel Arsham, Jeff Koons, KAWS, Julian Opie and Tom Sachs—just to start. Unlike properties where artwork is an afterthought, the villa incorporated these pieces from the outset of construction.

“One of the things that makes this villa different is that it wasn’t just decorated with art—the entire space was built around it,” says James Wyndham, managing director of Sugar Beach. “Instead of selecting pieces to complement an existing structure, the architecture and interiors were planned to enhance and highlight the collection.”

This approach extends beyond the villa with more than 180 pieces situated across the larger property. (The Spice of Life villa has more than 110 inside on its own.) The artworks can be found not only in common areas but also in other guest accommodations. Imagine seeing a Damien Hirst painting in your bathroom. At Sugar Beach, that’s the norm, not the exception.

Courtesy of Viceroy

Guests can not only get up-close-and-personal with these multimillion-dollar pieces, but they can also take themselves on a self-guided art tour. Each installation has a blink-and-you-miss-it placard with a QR code, which loads a description of the artwork in the phone’s default browser. (And Wi-Fi is free and abundant throughout the property with little to no hassle.)

Courtesy of Viceroy

The significance of incorporating art at this scale raises questions about how high-end hospitality is changing. Luxury is often synonymous with excess, so some hotels and resorts have sought to redefine what exclusivity means. Rather than relying on traditional displays of opulence, Sugar Beach’s management sees artistic curation as an extension of cultural engagement.

Courtesy of Viceroy

The art collection is positioned alongside a focus on locally sourced materials from St. Lucia and around the Caribbean. Wyndham notes that the region is recognized for its skilled carpenters and stone masons, and thus the villa incorporated these techniques and materials into its construction. Hardwood and stone are used throughout, aligning with broader efforts to maintain a connection to St. Lucia’s architectural traditions.

Sustainability measures include rainwater collection systems for irrigation and bathroom use. The resort also has over 300 solar panels contributing to its energy supply and solar-powered street lights that provide assistance to local fishermen.

By Rachel King

“St. Lucia as a whole is still developing its recycling and environmental initiatives,” Wyndham acknowledges. “That being said, there is a strong commitment to making progress in this area, and we are very much aligned with that effort.”

Sugar Beach has also positioned itself as an active participant in community engagement. The resort is one of the largest supporters of the nearby Soufrière Hospital and has funded multiple educational programs in the area. By sourcing materials and labor locally, the property aims to ensure that its investment in design and infrastructure benefits the surrounding economy.

Courtesy of Viceroy

The integration of art within private residences and hotels is not unique to Sugar Beach. Other high-end hotels and resorts around the world have taken similar approaches. The Rosewood São Paulo, for example, incorporates over 450 commissioned pieces by Brazilian artists in the Philippe Starck-designed hotel, presenting itself as both a hotel and a functioning gallery space. Similarly, Le Royal Monceau Raffles Paris has a contemporary art gallery onsite, open to guests, art collectors and general visitors alike with exclusive pieces and frequent art shows, with even more pieces from the hotel’s private collection scattered throughout the lobby and hallways. And the gallery at the Fairmont Pacific Rim in Vancouver rotates exhibitions quarterly, showcasing primarily Canadian contemporary artists.

Courtesy of Viceroy

The focus on art and sustainability reflects a shift in expectations for luxury hospitality. A 2021 study found that 81% of travelers planned to choose sustainable accommodation options in the coming year, indicating a growing desire for more meaningful experiences. Travelers are increasingly seeking environments that are immersive rather than purely ornamental. The presence of original, high-profile works offers a differentiating factor in a competitive market, particularly as hotels move away from neutral, standardized designs.

Courtesy of Viceroy

“We’re not just modern luxury, we’re young luxury,” Wyndham says, emphasizing targeting a younger demographic. This emphasis on contemporary art reflects a broader generational shift in the definition of high-end travel. For many, a luxury stay is no longer about the predictability of five-star service but about an atmosphere that fosters creativity and conversation.

“By definition, art is intended to elicit emotions and personal responses, so we are mindful of including various mediums and types of art that warrant a spectrum of feelings,” says Jeff Toscano, CEO of Aspen Hospitality (which includes The Little Nell and Limelight Hotels). Toscano notes that the luxury group tracks guest feedback on every part of the hotel experience—especially art. “As a hospitality organization, guest satisfaction is our number one priority, so any and all art that we integrate into our hotels must positively enhance the energy of the spaces.”

Courtesy of Viceroy

While the art collection at Sugar Beach is extensive, the extent to which it influences the guest experience remains subjective. The degree to which travelers engage with these pieces will vary, and some may see it as an enhancement, while others may not consider it a defining element of their stay. Consumer willingness to support sustainable practices is evident, though it varies. A 2024 survey revealed that 6% of consumers worldwide would be willing to pay more than 50% extra to stay at sustainable hotels, while 44% indicated they would not pay more for such accommodations.

As the luxury travel sector continues to evolve, the intersection of contemporary art and hospitality is likely to become more pronounced. Whether or not this model is sustainable over the long term remains to be seen, particularly as trends in both art and travel are constantly shifting. After all, while hotel management didn’t provide a specific figure, Sugar Beach’s art collection was estimated to be in the “hundreds of millions of dollars” range. That kind of investment just isn’t achievable or realistic for many properties without an outside art collector with deep pockets involved.

Courtesy of Viceroy

However, the pointed inclusion of art within any given resort’s broader design will likely set it apart from properties where such features are confined to common areas.

“The integration of art into hotel design is a lasting shift,” Toscano says. “Luxury hotels are intended to be the best versions of home, and many of our guests have carefully curated their art collections at home.”"
art,"The Mavericks Museum, by Blake Gopnik (Ecco). Albert C. Barnes was born into poverty in 1872, in Philadelphia, and went on to make a fortune as the inventor of a topical antiseptic and to amass a sta… [+1434 chars]","The Maverick’s Museum, by Blake Gopnik (Ecco). Albert C. Barnes was born into poverty in 1872, in Philadelphia, and went on to make a fortune as the inventor of a topical antiseptic and to amass a staggering collection of modern art. Gopnik’s animated biography chronicles Barnes’s lifelong campaign to make art accessible to the working class, a democratizing impulse that found its greatest expression in the Barnes Foundation, which opened in 1925 to display his acquisitions. But the collector was also known for his irascibility, and Gopnik touches on the contradictions between his high-mindedness—Barnes was a stalwart defender of Black rights and culture—and his temper. Ultimately, Gopnik figures that “Barnes’s public cruelties might be just about balanced by private kindnesses.”

The Franklin Stove, by Joyce E. Chaplin (Farrar, Straus & Giroux). In the mid-eighteenth century, during a period of cooling known as the Little Ice Age, Benjamin Franklin began designing a heating device that would be more efficient than the traditional fireplace. Chaplin’s richly textured history documents the brilliant theories and innovations that led to the Franklin stove’s creation, but it also charts the human and environmental costs: produced in part by slave labor on tribal lands, the stove eventually burned coal. This story holds numerous lessons for our era; among them, Chaplin writes, is that any “techno-optimistic” solution to the climate crisis, though it might work in the short term, may have unintended, and potentially harmful, consequences.

Illustration by Ben Hickey

Discover notable new fiction, nonfiction, and poetry."
art,"If you’re not familiar with chocho, it’s a lupin (same legume family as peanuts, peas, lentils, and soybeans) that packs one of the highest protein levels. It’s exclusively grown by native farmers in… [+982 chars]","The Metropolitan Museum of Art and BAND-AID

$ 7.40

The Met’s latest collab puts some of their well known works on BAND-AIDs. Treat your wounds with some of art’s healing powers from the museum’s collection. Katsushika Hokusai’s The Great Wave, The Lake at Hakone in Sagami Province, and Yellow Chrysanthemums on a Blue Ground look surprisingly great on a BAND-AID, and are boxed together. Each box contains 50 bandages in an assortment of three sizes.

This product is sold by Target"
art,"Two well-known creators in the miniatures gaming space are suddenly getting way into nail art — you know, the other painting hobby enjoyed by millions of people around the world. Brent Amberger of Go… [+2242 chars]","Two well-known creators in the miniatures gaming space are suddenly getting way into nail art — you know, the other painting hobby enjoyed by millions of people around the world. Brent Amberger of Goobertown Hobbies fame and Casey, the creator of eBay Miniatures Rescue, showed up at this year’s AdeptiCon convention with a clever new way to paint your miniatures — and it could make one of the hobby’s most hated features a thing of the past.

The hated feature in question is the humble waterslide decal, which hobbyists across dozens of different franchises have come to loathe over the years. Done well, using something like Microscale Industries’ Micro Sol and Micro Set, decals can look great. But it can be incredibly challenging to get a decal to lay flat on a curved surface — you know, stuff like shields and the shoulder pauldrons on Space Marines. Even if you’ve mastered the process, which is ably described in the Winterdyne Commission Modeling Blog guide to Waterslide Decals (included as part of our larger miniatures painting guide), it can still go pear-shaped on you if your surface isn’t properly prepared. The result? A ghostly white outline surrounding the art on the decal itself.

Brent and Casey, partners in the newly formed Goblin Hobbies, recently discovered nail art stamping plates. These chemically etched metal plates can be made to feature any kind of two-dimensional art that you like. Drop a little paint on the plate, wipe it smooth, and you can pick the image up off the plate with a silicone pad. Just gently press the pad onto your miniature, and Bob’s your uncle. Their silicone pads are even transparent, so you can see your model through the handle to line things up perfectly.

Image: Goblin Hobbies via YouTube Image: Goblin Hobbies via YouTube

The technology to do this kind of thing with ink and paint has been around for centuries. I’m sure my grandfather had something similar for his basement printing business in the 1940s. But its application to nail art is relatively new. Goblin Hobbies hopes to bring it even further, into the mainstream of hobby miniatures gaming. They even have dreams of licensed kits for your favorite factions from universes like BattleTech and Warhammer 40,000."
art,"All weekend at Star Wars Celebration Japan, the connection between the galaxy far, far away and its inspirational roots in Japanese media has been everywhere. But perhaps one of the most joyful celeb… [+1679 chars]","All weekend at Star Wars Celebration Japan, the connection between the galaxy far, far away and its inspirational roots in Japanese media has been everywhere. But perhaps one of the most joyful celebrations of that connection was tucked away among the hustle and bustle of the show floor.

At the back side of a special anime and manga pavilion on the Celebration show floor, primarily dedicated to displays of concept art and props from the first two volumes of Star Wars Visions, a whole wall of art invited congoers to see a special mashup gallery merging the worlds of Studio Ghibli and Star Wars.

Featuring art from a bevy of talent from across Lucasfilm divisions—spearheaded by, of course, none other than noted Ghibli fan Dave Filoni himself—the gallery saw characters and ideas from across Star Wars merge with iconic Ghibli films and imagery, from Porco Rosso to Princess Mononoke, and even touching on Lucasfilm’s actual official collaboration with the studio, Zen: Grogu and Dust Bunnies.

“Japan has always influenced my creativity. I grew up loving Tokusatsu, and was captivated by anime series like Macross,” Filoni wrote in a message accompanying his own art piece in the collection, “Ahsokanoke”, depicting Ahsoka and Grogu in a Ghibli-esque style.

“After I saw Miyazaki’s film Princess Mononoke, it changed the way I thought about animation. I loved everything about that film and it made a lasting impression on me. When I went to create Ahsoka Tano, I knew I wanted to imbue her with a bit of San. So this is why Ahsoka has two ‘wolf fangs’ on her cheeks, in homage to Miyazaki’s film.”

Check out a rundown of the Lucasfilm x Ghibli gallery below.

Star Wars Celebration Japan Lucasfilm Ghibli Mashup Art Gallery"
art,"If you’re reading this while you have a pair of older-model Apple AirPods in your ears, your willpower is kind of incredible. Since the release of the AirPods Pro 2 last September, you’ve made it thr… [+2602 chars]","If you’re reading this while you have a pair of older-model Apple AirPods in your ears, your willpower is kind of incredible. Since the release of the AirPods Pro 2 last September, you’ve made it through Black Friday, Cyber Week, Christmas, New Year’s, MLK Day, and Presidents Day sales events without caving. Now Easter’s just a few days away and, lo and behold, the AirPods Pro 2 are on sale again, this time for $60 off (24% off) at Amazon.

If this is finally the offer that gets you to make the upgrade — and at just $190 it’s an exceptionally good deal — you might end up wonder what in the heck took you so long to discover the huge difference the H2 chipset, vastly improved Active Noise Cancellation, clinical hearing protection, and overall amazing sound of the AirPods Pro 2. There’s only one way to find out, though, and that’s by heading to Amazon while the AirPods Pro 2 are still 24% off.

See at Amazon

Great Leap Forward

The AirPods Pro 2 might look like most of the previous iterations of Apple’s famous wireless earbuds, but once you put them in and cue up some tunes, you’ll figure out pretty quickly that these represent an enormous upgrade. Apple’s H2 chip powers a new, improved low-distortion driver that delivers outstanding clarity from both high notes and low bass notes.

The AirPods Pro 2 also feature Personalized Spatial Audio that intelligently detects the unique shape of your ear and also tracks the movements of your head as you listen, and creates the ideal sound for your unique features. Add in the new Voice Isolation technology that greatly enhances the quality of your phone calls even when you’re in a loud or crowded area, and the AirPods Pro 2 truly stand head and shoulders above their predecessors.

Only the Sound You Want

The greatest advantage the AirPods Pro 2 hold over previous models is probably the vastly improved Active Noise Cancellation, which removes up to 2 times more background noise than the original AirPods Pro, and even more than the brand-new AirPods 4. You can easily toggle from Noise Cancellation to Transparency Mode to still deliver pro-level sound without rendering you completely oblivious to your surroundings.

The battery life of the AirPods Pro 2 is an impressive 6 hours on a single charge and up to 30 hours when you add a fully juiced charging case. There are also more ways to recharge that case than ever before, with USB-C, MagSafe, Qi-certified, and even Apple Watch chargers now available options.

This Easter Week Amazon sale taking $60 off the price of the AirPods Pro 2 could very well be the one that finally gets you to take the plunge and upgrade to Apple’s dynamic new flagship wireless earbuds. Don’t wait for the next holiday event — head to Amazon now and grab the AirPods Pro 2 for just $190.

See at Amazon"
art,"Wassily Kandinsky, best known as the pioneer of abstract painting, kept a trove of sketchbooks between 1889 and 1935. Twelve of these sketchbooks are now the focus of a new release from No More Ruler… [+732 chars]","Wassily Kandinsky, best known as the pioneer of abstract painting, kept a trove of sketchbooks between 1889 and 1935. Twelve of these sketchbooks are now the focus of a new release from No More Rulers. Wassily Kandinsky: The Sketchbooks, edited by Larry Warsh and Dieter Buchhart, pulls together select pages that shed light on how the artist’s ideas and visual language took shape over the years.

The book features studies on composition, space and color that echo throughout Kandinsky’s later works. Alongside drawings are handwritten notes, personal reflections and the occasional poem which point to artists and writers who influenced his thinking at the time.

Also included are printed manifestos where Kandinsky outlines his growing views on abstraction, revealing the thought process behind his push to give abstract art a more philosophical grounding.

The book is available now for $39.95 USD through No More Rulers’ website."
art,"Randomly generated Turing machines draw images and animations on a 2D canvas.
A simple JavaScript+HTML5 demo. This project is distributed under a modified
BSD license.
You can try Turing Drawings … [+202 chars]","Randomly generated Turing machines draw images and animations on a 2D canvas. A simple JavaScript+HTML5 demo. This project is distributed under a modified BSD license.

You can try Turing Drawings at the following URL: http://maximecb.github.io/Turing-Drawings/

Below is a sample of the kinds of patterns Turing Drawings can generate:

I've also written a blog post briefly describing this project."
art,"The artist Ser Serpas was riding shotgun in a rented U-Haul truck through Williamsburg the other day, lamenting the state of New York junk. Our stuff is just flimsier, she said. I can spot IKEA from … [+4122 chars]","The artist Ser Serpas was riding shotgun in a rented U-Haul truck through Williamsburg the other day, lamenting the state of New York junk. “Our stuff is just flimsier,” she said. “I can spot IKEA from a mile away.” Just then, her driver, the art handler Neo Gibson, clocked a steel object nestled in a heap of deli trash: a circular, city-issued bike rack, freshly ripped from the sidewalk. The pair put on work gloves, then slotted the rack into their truck between a rusted table frame, a purple vacuum, and the base of a futon. “Those exposed bolts!” Serpas said admiringly.

Serpas has transformed her haul into a series of junk-pile sculptures for “The Gatherers,” a group exhibition at MoMA PS1 opening later this month which focusses on contemporary waste. She will then fly to Switzerland to begin curbside scavenging for a show at Kunsthalle Basel. But new Swiss restrictions on bulk garbage disposal are creating panic among the curators. “They’re worried there won’t be enough trash for me to fill five rooms,” Serpas, who is twenty-nine and lives on the Lower East Side, said. She wore blue coveralls and old white Converses, her standard picking uniform.

As the U-Haul zigzagged beneath the Brooklyn-Queens Expressway, Serpas ignored a hot-water heater (“too heavy”) and a mattress propped against a utility pole. “I’m not a mattress person anymore,” she said. An abandoned orange shopping cart was added to the pile, then quickly filled with silver snack-bag material pulled from a dumpster belonging to NAP Industries, “a leader in flexible packaging manufacturing since 1963,” according to a sign. Serpas beamed: “It’s so light and radiant. I can make a disco ball with this.”

In sanitation circles, amateur trash pickers are known as “garbage groupies.” The art world prefers “assemblagists.” Either way, Serpas is a rising star of the movement, earning accolades for recent biennials at the Whitney and the Hammer, in L.A. She favors worn-out home furnishings and industrial components for her combines, which she stacks precariously on-site and sometimes sets ablaze. “Tbilisi has the best trash because everything is passed down for so long,” she said. “Paris is also good. In New York, you need to know where to look.” The previous day’s trip to Red Hook had yielded the remains of an elevator shaft, a car windshield, a stack of mops, and a frayed trampoline. “We have a lot of flat things,” Serpas said. “Now I need orifices.”

On Wythe Avenue, the truck lurched to a stop behind a pair of professional junk luggers, who were hauling away the contents of a gutted luxury apartment. “They’re taking all our shit!” Serpas said, striding toward the competition. One of the luggers offered her the pick of the litter but warned against some old chairs.

“Those are rotting,” he said.

“Like, bug-rotting?” Serpas asked. She plucked an umbrella stand and some lawn chairs from the pile instead.

Serpas got into assemblage eight years ago, after earning a fine-arts degree from Columbia. Struggling to produce mixed-media sculptures for a solo show at a gallery in Miami, she stumbled across the remains of a foreclosed house in South Beach. “It was a eureka moment,” she recalled. She stayed up all night assembling the detritus into gridded displays: an overturned armchair doused in gasoline, a glass tabletop balanced on a bookshelf wrapped in electrical wiring. The show was a success—the Rubell Museum acquired pieces—and also a lesson. “The bookcase had termites,” Serpas said. “They needed to get the gallery fumigated.” Otherwise, she said, “I’ve never caused an active infestation in any of the ten or fifteen galleries I’ve shown in. Knock on wood.”

Some institutions have their own sanitary precautions. Before her show at PS1, a vender from Ozone Park will treat the found objects with a substance known as Vikane. The Whitney has a fumigation guy who uses a process called ultraviolet germicidal irradiation. Last year, the museum rejected two pieces of metal sheathing that Serpas had intended to use in its biennial alongside a note: “Bird poop Serpas.”

Back at her studio, in Williamsburg, Serpas assessed the day’s collection. “They all have a good palette,” she said. “I can start to see it coming together.” She paused to rest in the studio’s “lounge”: a few tattered chairs and a coffee table—leftovers from past sculptures, already fumigated. ♦"
art,"At Star Wars Celebration in Tokyo, Japan today during a panel celebrating 20 years of Lucasfilm Animation history, the studio confirmed its next big animated chapter will be none other than a Darth M… [+1762 chars]","At Star Wars Celebration in Tokyo, Japan today during a panel celebrating 20 years of Lucasfilm Animation history, the studio confirmed its next big animated chapter will be none other than a Darth Maul series.

Carrying on a legacy that began with the 3DCG Clone Wars series, before carrying on into the likes of Rebels, Resistance, Bad Batch, and animated anthologies like the Tales series, Maul: Shadow Lord will follow Maul (played by returning Clone Wars and Rebels star Sam Witwer), seemingly as he builds out the Crimson Dawn crime syndicate. The trailer shown to gathered fans in the hall included various Criminal factions like the Pykes reeling from attacks on shipments, only for Maul to reveal himself as the architect. While the show’s look is a broad evolution of the art style seen in Clone Wars and later the Tales anthologies, there is also a new stylistic flourish in Shadow Lord‘s aesthetic that leans on rough lines and ragged edges, best glimpsed in Maul’s crimson saber blades, which look almost fiery in appearance.

One of the most interesting elements of the whole trailer was that Maul finds himself what appears to be a young new apprentice in the ways of the Force: a young Twi’lek girl he liberates from captivity and then begins teaching. Alongside her tutelage, we see shots of gang wars, intense chases through the hustle and bustle of a city planet (not unlike Coruscant, but would Maul really be playing in his old master’s back yard like that? We’ll have to wait and see), and even an encounter with the Inquisitorius in the form of Ahsoka‘s Marrok, who expresses his surprise that Maul has survived even as he draws sabers with him.

Maul: Shadow Lord will release in 2026.

Additional reporting by James Whitbrook."
art,"Now everyone can make ChatGPT Ghibli art.
Now everyone can make ChatGPT Ghibli art.
ChatGPTs latest image generator which has gone viral for its ability to generate uncanny recreations of Studio Gh… [+1122 chars]","is a news editor with over a decade’s experience in journalism. He previously worked at Android Police and Tech Advisor.

ChatGPT’s latest image generator — which has gone viral for its ability to generate uncanny recreations of Studio Ghibli art — is now available for everyone, after OpenAI initially delayed the rollout beyond its paid tiers following heavy demand.

CEO Sam Altman announced on X that the image generation update has “now rolled out to all free users.” There are usage limits, though ChatGPT itself doesn’t elaborate — saying only that free users have “limited access” to image generation. Altman has previously posted that the free tier would get three image generations a day, however, and that’s exactly what the tool allowed before telling me to pay up.

Powered by the company’s GPT-4o model, the updated image generation initially launched on March 25th, and was always planned to be available across the ChatGPT Plus, Pro, Team, and Free subscription tiers. The free rollout was delayed just a day after launch, as Altman joked that “our GPUs are melting” following high demand. At one point ChatGPT picked up a million new users in a single hour.

Yesterday OpenAI completed a new funding round that saw it raise another $40 billion, the largest funding round for a private tech company in history, leaving the company now valued at $300 billion."
art,"Cleonique is a Honduran illustrator whose art is featured in picture books, newspapers, magazines, board games and galleries. She imbues her work with whimsy and a hint of horror from her love of fan… [+1531 chars]","Cleonique is a Honduran illustrator whose art is featured in picture books, newspapers, magazines, board games and galleries. She imbues her work with whimsy and a hint of horror from her love of fantasy and mythology.

If you're inspired by Cleonique's artwork, check out our guide to the best digital art software to create your own character illustrations. Looking to upgrade your creative kit? Take a look at the best drawing tablets tested and recommended by artists.

Catapples

(Image credit: Cleonique Hilsaca)

“Created for the Ethereal Orchard show at the WOW x WOW gallery. This painting was inspired by my precious cat, Fig.”

Snack

(Image credit: Cleonique Hilsaca)

“Another WOW x WOW piece, this time for the Monochromagic 7 show. This was an exploration piece, created from loose sketches through to a finished painting.”

Lechuza

(Image credit: Cleonique Hilsaca)

“This piece was made for Giant Robot Store’s Creatures of Flight exhibition. Lechuzas are witches that transform into owls in Mexican mythology.”

Fairy tale land

(Image credit: Cleonique Hilsaca)

“Created for the show Tiny Doors & Friends at ABV Gallery, and inspired by my love for fairy tales.”

This content originally appeared in ImagineFX magazine, the world's leading digital art and fantasy art magazine. ImagineFX is on sale in the UK, Europe, United States, Canada, Australia and more. Limited numbers of ImagineFX print editions are available for delivery from our online store (the shipping costs are included in all prices)."
art,"Moving out of a rental inevitably brings up a long mental checklist that usually looks something like packing boxes, scrubbing the bathtub, and maybeif you're feeling responsiblespackling over a few … [+4204 chars]","Moving out of a rental inevitably brings up a long mental checklist that usually looks something like packing boxes, scrubbing the bathtub, and maybe—if you're feeling responsible—spackling over a few nail holes. What it doesn't usually involve? Painting over a strawberry mural, peeling googly eyes off the door frame, and removing a fairy woodland outlet cover.

But for NYC-based designer and creator Chelsea Zeferina, that was exactly her to-do list—and she documented the whole thing for her millions of followers.

If you’ve ever wanted to live inside a mood board, her past apartment was just that. Think cherry wall hooks, disco garland, and banana draw pulls.

Shop the Story

Some finds were sourced from Etsy (like a vintage cat light switch cover), others from Facebook Marketplace, and many dreamed up in her own imagination. She painted stripes on the wall and turned a plain side table into a citrus-inspired masterpiece.

Even as a renter, she never shied away from bold decor choices—until a non-renewal notice forced her to move out.

The internet mourned alongside her, racking up millions of views on her moving-out videos. But her new apartment? Just as colorful, if not more so.

Her style falls into what’s been dubbed “dopamine decor”—a maximalist, color-happy approach to interiors where the only rule is choosing what makes you smile. It’s nostalgic, playful, and rooted in self-expression, and with millions of TikTok views on the topic, it's clear that people are craving more of it.

So how does she do it? And how can you bring the look home? Chelsea shares her best tips below.

What is dopamine decor?

At its core, dopamine decor is all about joy. “It’s an easy way to add a spark of happiness into your life from the moment you open your eyes in the morning,” Chelsea explains. It leans into bold colors, funky patterns, nostalgic objects, and whimsical details—think squiggle mirrors, retro florals, and statement lighting. The best part? There are no rules. If it makes you happy, it belongs.

It’s an easy way to add a spark of happiness into your life from the moment you open your eyes in the morning

Why is it trending?

With thousands of videos and millions of views, dopamine decor is having a moment. And for good reason. “In a world full of chaos, I think people are looking for any way to add more happiness to their everyday life,” Chelsea says. Gone are the days of all-neutral, ultra-minimalist homes—maximalism is back, and this time, it's all about self-expression.

In a world full of chaos, I think people are looking for any way to add more happiness to their everyday life

How can someone achieve this look?

If you’re starting from scratch, Chelsea recommends easing in with small, low-commitment pieces. “Colorful throw pillows, quirky candles, and fun vases are easy ways to test out the aesthetic,” she says. From there, you can build up to bigger statement pieces, like a bold rug or patterned wallpaper.

How do you mix so many colors and patterns without it feeling chaotic?

“I don’t worry too much about the overall picture,” Chelsea says. “I think sometimes people put too much pressure on themselves to figure out the aesthetic of a space before they start decorating.” Instead, she starts with one statement piece—like a rug, a curtain, or even a framed print—and lets that guide the rest of the room.

Where do you find your most unique pieces?

Chelsea’s best sources? Facebook Marketplace, Etsy, and local craft fairs. “I love finding basic, affordable pieces and DIYing them to make them my own,” she says. Case in point: the IKEA stools she hand-painted with flowers and lemons. “Some of my favorite pieces are the ones that I’ve personalized,” she added.

I love finding basic, affordable pieces and DIYing them to make them my own,

What’s your advice for renters who want to personalize their space but worry about undoing it later?

“In my experience, most projects are a lot easier to reverse than people think they are,” Chelsea reassures. “Painting a door frame back to white can be done in a couple of hours!” Other easy, renter-friendly upgrades include swapping cabinet pulls, using peel-and-stick wallpaper, and hanging colorful frames.

Got a space that tells a story? We’re always on the lookout for cozy corners, bold paint jobs, vintage gems, and homes that feel lived-in and loved. If you think your apartment or home deserves a moment in the spotlight, send me a note!"
